368,157846288
370,157163216
372,156484146
373,156146112
375,155473046
378,154470950
379,154138919
382,153148829
383,152820800
386,151842716
387,151518689
388,151195663
390,150552613
391,150232589
393,149595543
395,148962499
396,148647478
397,148333458
398,148020439
402,146778367
403,146470350
404,146163334
407,145248289
409,144643261
410,144342248
411,144042236
412,143743225
414,143148205
415,142852196
421,141097148
422,140808141
423,140520135
424,140233130
425,139947126
426,139662123
427,139378121
428,139095120
429,138813120
430,138532121
432,137973125
433,137695128
434,137418132
435,137142137
438,136320155
439,136048162
440,135777170
442,135238188
443,134970198
444,134703209
446,134172233
447,133908246
452,132603316
455,131832361
457,131323393
458,131070410
460,130567446
464,129573522
466,129082562
470,128112646
471,127872668
472,127633691
473,127395715
475,126922765
476,126687791
477,126453818
478,126220846
481,125527933
482,125298964
483,125070997
487,124169137
491,123283285
494,122629402
496,122198484
497,121984527
498,121771572
500,121348666
501,121138715
503,120721817
504,120514870
505,120308925
511,119094267
513,118697385
514,118500447
518,117722707
522,116960975
523,116773044
526,116215260
528,115848408
530,115485560
538,114074184
541,113561424
542,113392506
543,113224590
547,112562934
552,111758379
555,111287652
560,110523122
563,110076410
564,109929508
566,109638712
567,109494817
571,108929245
572,108790354
573,108652466
579,107846150
580,107715266
583,107328620
584,107201741
586,106950989
587,106827115
588,106704243
589,106582374
602,105089103
604,104874379
605,104768519
608,104456945
610,104254235
613,103957676
615,103764974
617,103576278
622,103122048
628,102609984
630,102447300
631,102367460
632,102288622
643,101487437
645,101354773
646,101289943
653,100864154
656,100696679
657,100642856
658,100590035
659,100538216
662,100388771
664,100294145
667,100159712
671,99994476
672,99955669
675,99845257
676,99810455
681,99651455
684,99568061
685,99542265
686,99517471
688,99470887
690,99428307
691,99408519
695,99339375
698,99298023
699,99286241
700,99275461
704,99242349
710,99222699
711,99222927
713,99226387
718,99252552
719,99260787
721,99280261
723,99303739
726,99346462
727,99362705
730,99417440
731,99437687
732,99458938
733,99481191
736,99553956
738,99607472
742,99726512
743,99758774
745,99826302
748,99935100
752,100094172
754,100179712
757,100315528
759,100411078
762,100561909
766,100777025
773,101191999
774,101255283
775,101319570
777,101451150
781,101726318
784,101943203
786,102092797
787,102169096
788,102246399
789,102324705
794,102731245
795,102815555
799,103162803
801,103342433
802,103433750
807,103905345
809,104100989
810,104200314
811,104300642
821,105358942
823,105582606
824,105695940
828,106159284
830,106396960
838,107387680
839,107516022
840,107645366
841,107775712
842,107907060
847,108578810
849,108854516
858,110144720
859,110293078
861,110592798
873,112475142
875,112802870
877,113134602
879,113470338
880,113639708
882,113981452
883,114153826
886,114676957
890,115388473
892,115750235
894,116116001
898,116859541
899,117047928
905,118199268
909,118986840
911,119386630
914,119993824
915,120198224
916,120403626
925,122297262
932,123826104
933,124048512
934,124271922
937,124948158
938,125175572
940,125633404
953,128706838
955,129194678
967,132205742
968,132463166
974,134028722
978,135092434
979,135360864
980,135630296
981,135900730
983,136444602
992,138941553
994,139507435
995,139791878
996,140077323
1001,141519558
1004,142396908
1005,142691360
1008,143580722
1009,143879179
1012,144780556
1018,146610322
1024,148476106
1033,151342300
1047,155961852
1048,156299322
1054,158345154
1058,159729050
1063,161481430
1069,163617298
1070,163976778
1075,165789188
1080,167626613
1084,169114561
1086,169864539
1090,171376503
1091,171756997
1096,173674477
1099,174836974
1100,175226475
1101,175616978
1102,176008483
1106,177584511
1108,178378529
1109,178777040
1110,179176553
1122,184048733
1123,184461250
1128,186538845
1132,188218929
1144,193355205
1152,196859405
1156,198635513
1163,201782216
1177,208222650
1180,209628249
1187,212942994
1194,216306760
1210,224179400
1213,225684026
1217,227704202
1219,228720294
1220,229229842
1223,230764492
1227,232824700
1237,238045250
1238,238572808
1240,239630928
1247,243365862
1259,249882642
1262,251534343
1263,252086913
1265,253195057
1266,253750631
1274,258231239
1280,261633707
1281,262204287
1282,262775869
1283,263348453
1286,265072211
1293,269129327
1295,270297507
1302,274417651
1315,282199373
1318,284019161
1326,288915945
1331,292008945
1334,293876751
1339,297009771
1357,308495679
1362,311743719
1369,316332989
1388,329036617
1392,331757073
1393,332439689
1400,337246015
1401,337936635
1403,339320879
1405,340709127
1408,342799005
1419,350538913
1424,354097063
1426,355527327
1427,356243961
1442,367113516
1444,368579794
1447,370786717
1449,372263003
1459,379704453
1465,384217335
1475,391818825
1496,408107496
1515,423224903
1518,425644868
1519,426453525
1549,451178295
1559,459619905
1572,470743524
1573,471606189
1581,478543525
1586,482911870
1611,505128645
1618,511461356
1625,517843081
1636,527970528
1654,544803750
1667,557162603
1674,563887384
1694,583371084
1696,585341458
1703,592269281
1708,597247736
1710,599246122
1748,637975532
1807,700969655
1816,710884946
1823,718652853
1855,754787349
481,125527933
482,125298964
483,125070997
487,124169137
491,123283285
494,122629402
496,122198484
497,121984527
498,121771572
500,121348666
501,121138715
503,120721817
504,120514870
505,120308925
511,119094267
513,118697385
513,118697385
514,118500447
514,118500447
518,117722707
522,116960975
523,116773044
523,116773044
526,116215260
528,115848408
530,115485560
538,114074184
541,113561424
542,113392506
543,113224590
547,112562934
547,112562934
552,111758379
555,111287652
555,111287652
560,110523122
563,110076410
564,109929508
564,109929508
564,109929508
566,109638712
566,109638712
567,109494817
571,108929245
572,108790354
572,108790354
573,108652466
579,107846150
580,107715266
583,107328620
583,107328620
584,107201741
584,107201741
586,106950989
587,106827115
588,106704243
588,106704243
589,106582374
602,105089103
602,105089103
602,105089103
602,105089103
604,104874379
605,104768519
608,104456945
608,104456945
610,104254235
613,103957676
615,103764974
615,103764974
617,103576278
622,103122048
628,102609984
630,102447300
631,102367460
632,102288622
632,102288622
643,101487437
643,101487437
645,101354773
646,101289943
646,101289943
653,100864154
656,100696679
657,100642856
658,100590035
659,100538216
659,100538216
659,100538216
662,100388771
664,100294145
667,100159712
671,99994476
672,99955669
672,99955669
675,99845257
676,99810455
681,99651455
684,99568061
685,99542265
686,99517471
688,99470887
690,99428307
691,99408519
695,99339375
698,99298023
699,99286241
700,99275461
704,99242349
704,99242349
710,99222699
710,99222699
711,99222927
713,99226387
713,99226387
718,99252552
719,99260787
721,99280261
723,99303739
726,99346462
727,99362705
730,99417440
731,99437687
731,99437687
731,99437687
732,99458938
733,99481191
736,99553956
736,99553956
738,99607472
742,99726512
743,99758774
745,99826302
748,99935100
752,100094172
754,100179712
757,100315528
757,100315528
759,100411078
762,100561909
766,100777025
766,100777025
773,101191999
774,101255283
774,101255283
775,101319570
775,101319570
777,101451150
781,101726318
781,101726318
784,101943203
786,102092797
787,102169096
787,102169096
787,102169096
788,102246399
788,102246399
789,102324705
794,102731245
795,102815555
799,103162803
799,103162803
801,103342433
802,103433750
807,103905345
807,103905345
809,104100989
809,104100989
810,104200314
810,104200314
811,104300642
821,105358942
823,105582606
824,105695940
828,106159284
830,106396960
838,107387680
839,107516022
840,107645366
841,107775712
842,107907060
847,108578810
847,108578810
849,108854516
849,108854516
858,110144720
859,110293078
861,110592798
873,112475142
875,112802870
877,113134602
879,113470338
880,113639708
882,113981452
883,114153826
883,114153826
886,114676957
890,115388473
892,115750235
894,116116001
898,116859541
899,117047928
899,117047928
905,118199268
905,118199268
909,118986840
911,119386630
911,119386630
914,119993824
915,120198224
916,120403626
925,122297262
932,123826104
933,124048512
934,124271922
937,124948158
938,125175572
940,125633404
953,128706838
955,129194678
967,132205742
968,132463166
974,134028722
978,135092434
979,135360864
980,135630296
981,135900730
983,136444602
983,136444602
992,138941553
994,139507435
995,139791878
996,140077323
1001,141519558
1001,141519558
1004,142396908
1005,142691360
1008,143580722
1008,143580722
1009,143879179
1012,144780556
1018,146610322
1018,146610322
1024,148476106
1033,151342300
1047,155961852
1048,156299322
1054,158345154
1058,159729050
1063,161481430
1069,163617298
1070,163976778
1075,165789188
1075,165789188
1080,167626613
1084,169114561
1086,169864539
1090,171376503
1090,171376503
1091,171756997
1096,173674477
1096,173674477
1099,174836974
1100,175226475
1101,175616978
1102,176008483
1106,177584511
1108,178378529
1109,178777040
1110,179176553
1122,184048733
1123,184461250
1128,186538845
1132,188218929
1144,193355205
1152,196859405
1156,198635513
1163,201782216
1177,208222650
1180,209628249
1187,212942994
1187,212942994
1194,216306760
1210,224179400
1213,225684026
1217,227704202
1219,228720294
1220,229229842
1223,230764492
1227,232824700
1227,232824700
1237,238045250
1237,238045250
1238,238572808
1240,239630928
1247,243365862
1247,243365862
1259,249882642
1262,251534343
1262,251534343
1263,252086913
1265,253195057
1266,253750631
1274,258231239
1280,261633707
1281,262204287
1282,262775869
1283,263348453
1286,265072211
1293,269129327
1295,270297507
1302,274417651
1315,282199373
1318,284019161
1326,288915945
1331,292008945
1334,293876751
1339,297009771
1357,308495679
1362,311743719
1369,316332989
1388,329036617
1392,331757073
1393,332439689
1400,337246015
1401,337936635
1403,339320879
1405,340709127
1408,342799005
1419,350538913
1424,354097063
1426,355527327
1427,356243961
1427,356243961
1442,367113516
1444,368579794
1447,370786717
1449,372263003
1459,379704453
1465,384217335
1475,391818825
1496,408107496
1515,423224903
1518,425644868
1519,426453525
1549,451178295
1559,459619905
1572,470743524
1573,471606189
1581,478543525
1586,482911870
1611,505128645
1618,511461356
1625,517843081
1636,527970528
1654,544803750
1667,557162603
1674,563887384
1694,583371084
1696,585341458
1703,592269281
1708,597247736
1710,599246122
1748,637975532
1807,700969655
1816,710884946
1823,718652853
1855,754787349
